Frame,Visibility,X,Y
0,1,1203,452
1,1,1213,431
2,1,1216,417
3,1,1219,409
4,1,1218,402
5,1,1219,399
6,1,1219,397
7,1,1220,396
8,1,1220,394
9,1,1222,393
10,1,1221,393
11,1,1219,395
12,1,1219,397
13,1,1218,401
14,1,1217,405
15,1,1219,397
16,1,1219,397
17,1,1219,397
18,1,1219,397
19,1,1219,397
20,1,1219,397
21,1,1238,387
22,1,1253,402
23,1,1256,370
24,1,1275,339
25,1,1265,352
26,1,1292,358
27,1,1299,356
28,1,1297,353
29,1,1299,353
30,1,1300,350
31,1,1300,360
32,1,1300,360
33,1,1300,366
34,1,1300,366
35,1,1300,366
36,1,1300,372
37,1,1300,372
38,1,1300,376
39,1,1300,376
40,1,1300,376
41,1,1300,382
42,1,1300,382
43,1,1295,382
44,1,1291,384
45,1,1291,380
46,1,1291,380
47,1,1285,390
48,1,1277,399
49,1,1272,398
50,1,1270,389
51,1,1233,393
52,1,1222,390
53,1,1219,397
54,1,1219,397
55,1,1219,397
56,1,1219,397
57,1,1219,397
58,1,1219,397
59,1,1219,397
60,1,1219,397
61,1,1219,397
62,1,1219,397
63,1,1219,397
64,1,1219,397
65,1,1219,397
66,1,1219,397
67,1,1219,397
68,1,1219,397
69,1,1219,397
70,1,1219,397
71,1,1219,397
72,1,1219,397
73,1,1219,397
74,1,1219,397
75,1,1219,397
76,1,1219,397
77,1,1219,397
78,1,1219,397
79,1,1219,397
80,1,1219,397
81,1,1219,397
82,1,1219,397
83,1,1219,397
84,1,1219,397
85,1,1219,397
86,1,1219,397
87,1,1219,397
88,1,1219,397
89,1,1219,397
90,1,1219,397
91,1,1219,397
92,1,1219,397
93,1,1219,397
94,1,1219,397
95,1,1219,397
96,1,1219,397
97,1,1256,398
98,1,1307,407
99,1,1348,423
100,1,1385,461
101,1,1407,469
102,1,1437,472
103,1,1440,471
104,1,1450,451
105,1,1448,451
106,1,1450,444
107,1,1450,444
108,1,1440,422
109,1,1440,422
110,1,1435,405
111,1,1435,405
112,1,1430,394
113,1,1430,388
114,1,1425,382
115,1,1425,382
116,1,1425,388
117,1,1428,391
118,1,1430,386
119,1,1427,379
120,1,1416,381
121,1,1411,379
122,1,1410,376
123,1,1410,376
124,1,1405,376
125,1,1405,382
126,1,1400,388
127,1,1400,388
128,1,1395,394
129,1,1395,405
130,1,1390,415
131,1,1390,415
132,1,1390,415
133,1,1385,432
134,1,1385,450
135,1,1385,450
136,1,1385,450
137,1,1380,471
138,1,1380,494
139,1,1380,494
140,1,1380,494
141,1,1375,515
142,1,1376,526
143,1,1369,532
144,1,1368,534
145,1,1362,530
146,1,1355,534
147,1,1339,512
148,1,1318,459
149,1,1272,439
150,1,1239,404
151,1,1219,397
152,1,1219,397
153,1,1219,397
154,1,1219,397
155,1,1219,397
156,1,1219,397
157,1,1219,397
158,1,1239,456
159,1,1243,477
160,1,1234,520
161,1,1230,546
162,1,1237,561
163,1,1251,567
164,1,1234,574
165,1,1232,572
166,1,1234,573
167,1,1235,572
168,1,1235,577
169,1,1215,572
170,1,1210,572
171,1,1190,565
172,1,1190,565
173,1,1170,565
174,1,1170,565
175,1,1150,572
176,1,1150,572
177,1,1150,572
178,1,1135,572
179,1,1130,577
180,1,1120,583
181,1,1115,583
182,1,1115,583
183,1,1100,588
184,1,1095,588
185,1,1080,594
186,1,1075,594
187,1,1055,588
188,1,1055,588
189,1,1035,588
190,1,1030,588
191,1,1030,588
192,1,1010,588
193,1,1010,588
194,1,985,588
195,1,985,588
196,1,960,594
197,1,960,600
198,1,935,600
199,1,935,605
200,1,935,600
201,1,905,611
202,1,905,611
203,1,880,611
204,1,875,611
205,1,875,615
206,1,845,615
207,1,820,622
208,1,820,622
209,1,815,627
210,1,790,627
211,1,785,627
212,1,760,632
213,1,760,632
214,1,760,632
215,1,730,632
216,1,725,632
217,1,700,632
218,1,700,632
219,1,680,632
220,1,675,638
221,1,655,638
222,1,655,638
223,1,650,638
224,1,640,638
225,1,825,332
226,1,825,326
227,1,825,326
228,1,825,326
229,1,830,326
230,1,784,350
231,1,730,406
232,1,643,494
233,1,583,576
234,1,559,630
235,1,540,644
236,1,540,644
237,1,535,644
238,1,520,644
239,1,515,644
240,1,495,644
241,1,495,644
242,1,480,644
243,1,475,644
244,1,465,650
245,1,460,644
246,1,455,650
247,1,445,650
248,1,440,650
249,1,430,650
250,1,425,650
251,1,420,650
252,1,405,650
253,1,390,655
254,1,390,655
255,1,390,655
256,1,375,654
257,1,370,655
258,1,360,655
259,1,355,654
260,1,355,655
261,1,340,655
262,1,325,655
263,1,330,661
264,1,325,661
