Frame,Visibility,X,Y
0,1,1203,407
1,1,1213,388
2,1,1216,376
3,1,1219,368
4,1,1218,362
5,1,1219,359
6,1,1219,357
7,1,1220,356
8,1,1220,355
9,1,1222,354
10,1,1221,354
11,1,1219,355
12,1,1219,358
13,1,1218,361
14,1,1217,365
15,1,1219,357
16,1,1219,357
17,1,1219,357
18,1,1219,357
19,1,1219,357
20,1,1219,357
21,1,1219,357
22,1,1238,401
23,1,1242,416
24,1,1226,446
25,1,1216,475
26,1,1220,488
27,1,1243,499
28,1,1222,498
29,1,1222,487
30,1,1226,480
31,1,1230,474
32,1,1230,474
33,1,1230,460
34,1,1235,439
35,1,1240,429
36,1,1245,420
37,1,1250,409
38,1,1260,409
39,1,1260,405
40,1,1270,405
41,1,1275,405
42,1,1275,409
43,1,1285,409
44,1,1290,420
45,1,1290,425
46,1,1300,439
47,1,1305,450
48,1,1310,460
49,1,1315,474
50,1,1320,495
51,1,1320,510
52,1,1325,530
53,1,1330,550
54,1,1335,564
55,1,1340,580
56,1,1340,550
57,1,1340,535
58,1,1345,505
59,1,1345,485
60,1,1346,459
61,1,1334,437
62,1,1327,422
63,1,1323,419
64,1,1306,402
65,1,1297,433
66,1,1265,409
67,1,1237,374
68,1,1219,357
69,1,1219,357
70,1,1251,411
71,1,1261,434
72,1,1256,463
73,1,1267,440
74,1,1262,458
75,1,1269,481
76,1,1275,499
77,1,1280,511
78,1,1284,522
79,1,1290,535
80,1,1290,555
81,1,1285,560
82,1,1280,555
83,1,1275,550
84,1,1275,550
85,1,1270,550
86,1,1265,550
87,1,1260,550
88,1,1260,550
89,1,1260,555
90,1,1255,560
91,1,1255,560
92,1,1250,570
93,1,1250,570
94,1,1250,570
95,1,1245,570
96,1,1245,570
97,1,1240,570
98,1,1240,570
99,1,1235,570
100,1,1235,570
101,1,1235,574
102,1,1230,574
103,1,1230,580
104,1,1225,580
105,1,1225,580
106,1,1225,580
107,1,1220,580
108,1,1220,580
109,1,1218,581
110,1,1218,582
111,1,1220,576
112,1,1225,560
113,1,1223,545
114,1,1223,512
115,1,1228,471
116,1,1230,429
117,1,1223,385
118,1,1219,357
119,1,1219,357
120,1,1219,357
121,1,1219,357
122,1,1219,357
123,1,1219,357
124,1,1219,357
125,1,1219,357
126,1,1219,357
127,1,1219,357
128,1,1219,357
129,1,1219,357
130,1,1219,357
131,1,1219,357
132,1,1219,357
133,1,1219,357
134,1,1219,357
135,1,1219,357
136,1,1219,357
137,1,1219,357
138,1,1219,357
139,1,1219,357
140,1,1219,357
141,1,1219,357
142,1,1219,357
143,1,1219,357
144,1,1219,357
145,1,1219,357
146,1,1219,357
147,1,1219,357
148,1,1219,357
149,1,1219,357
150,1,1219,357
151,1,1219,357
152,1,1201,430
153,1,1178,456
154,1,1154,506
155,1,1141,558
156,1,1130,578
157,1,1121,606
158,1,1095,618
159,1,1090,628
160,1,1078,629
161,1,1075,630
162,1,1075,630
163,1,1075,630
164,1,1070,630
165,1,1070,630
166,1,1070,630
167,1,1065,630
168,0,0,0
169,0,0,0
170,0,0,0
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,0,0,0
176,0,0,0
177,0,0,0
178,0,0,0
179,0,0,0
180,0,0,0
181,0,0,0
182,0,0,0
183,0,0,0
184,0,0,0
185,0,0,0
186,0,0,0
187,0,0,0
188,0,0,0
189,0,0,0
190,0,0,0
191,0,0,0
192,0,0,0
193,0,0,0
194,0,0,0
195,0,0,0
196,0,0,0
197,0,0,0
198,0,0,0
199,0,0,0
200,0,0,0
201,0,0,0
202,0,0,0
203,0,0,0
204,0,0,0
205,0,0,0
206,0,0,0
207,0,0,0
208,0,0,0
