Frame,Visibility,X,Y
0,1,1203,452
1,1,1213,431
2,1,1216,417
3,1,1219,409
4,1,1218,402
5,1,1219,399
6,1,1219,397
7,1,1220,396
8,1,1220,394
9,1,1222,393
10,1,1221,393
11,1,1219,395
12,1,1219,397
13,1,1218,401
14,1,1217,405
15,1,1219,397
16,1,1219,397
17,1,1219,397
18,1,1219,397
19,1,1219,397
20,1,1219,397
21,1,1219,397
22,1,1219,397
23,1,1219,397
24,1,1219,397
25,1,1219,397
26,1,1219,397
27,1,1219,397
28,1,1219,397
29,1,1219,397
30,1,1219,397
31,1,1219,397
32,1,1219,397
33,1,1219,397
34,1,1219,397
35,1,1219,397
36,1,1219,397
37,1,1219,397
38,1,1219,397
39,1,1219,397
40,1,1219,397
41,1,1219,397
42,1,1219,397
43,1,1219,397
44,1,1219,397
45,1,1219,397
46,1,1219,397
47,1,1219,397
48,1,1219,397
49,1,1219,397
50,1,1219,397
51,1,1219,397
52,1,1219,397
53,1,1219,397
54,1,1219,397
55,1,1219,397
56,1,1219,397
57,1,1219,397
58,1,1219,397
59,1,1219,397
60,1,1219,397
61,1,1219,397
62,1,1219,397
63,1,1219,397
64,1,1219,397
65,1,1219,397
66,1,1219,397
67,1,1219,397
68,1,1219,397
69,1,1219,397
70,1,1219,397
71,1,1219,397
72,1,1219,397
73,1,1219,397
74,1,1219,397
75,1,1219,397
76,1,1219,397
77,1,1219,397
78,1,1219,397
79,1,1219,397
80,1,1219,397
81,1,1219,397
82,1,1219,397
83,1,1219,397
84,1,1219,397
85,1,1219,397
86,1,1219,397
87,1,1219,397
88,1,1219,397
89,1,1219,397
90,1,1219,397
91,1,1219,397
92,1,1219,397
93,1,1219,397
94,1,1219,397
95,1,1219,397
96,1,1219,397
97,1,1219,397
98,1,1219,397
99,1,1219,397
100,1,1219,397
101,1,1219,397
102,1,1219,397
103,1,1219,397
104,1,1219,397
105,1,1219,397
106,1,1219,397
107,1,1219,397
108,1,1219,397
109,1,1219,397
110,1,1219,397
111,1,1219,397
112,1,1219,397
113,1,1219,397
114,1,1219,397
115,1,1219,397
116,1,1219,397
117,1,1219,397
118,1,1219,397
119,1,1219,397
120,1,1219,397
121,1,1219,397
122,1,1219,397
123,1,1219,397
124,1,1219,397
125,1,1219,397
126,1,1219,397
127,1,1219,397
128,1,1219,397
129,1,1219,397
130,1,1219,397
131,1,1219,397
132,1,1219,397
133,1,1219,397
134,1,1219,397
135,1,1219,397
136,1,1219,397
137,1,1219,397
138,1,1219,397
139,1,1219,397
140,1,1219,397
141,1,1219,397
142,1,1219,397
143,1,1219,397
144,1,1219,397
145,1,1219,397
146,1,1219,397
147,1,1219,397
148,1,1219,397
149,1,1219,397
150,1,1219,397
151,1,1219,397
152,1,1219,397
153,1,1219,397
154,1,1219,397
155,1,1219,397
156,1,1219,397
157,1,1219,397
158,1,1219,397
159,1,1219,397
160,1,1219,397
161,1,1219,397
162,1,1219,397
163,1,1219,397
164,1,1219,397
165,1,1219,397
166,1,1219,397
167,1,1219,397
168,1,1219,397
169,1,1219,397
170,1,1219,397
171,1,1219,397
172,1,1219,397
173,1,1219,397
174,1,1219,397
175,1,1219,397
176,1,1219,397
177,1,1219,397
178,1,1219,397
179,1,1219,397
180,1,1219,397
181,1,1219,397
182,1,1219,397
183,1,1219,397
184,1,1219,397
185,1,1219,397
186,1,1219,397
187,1,1219,397
188,1,1219,397
189,1,1219,397
190,1,1219,397
191,1,1219,397
192,1,1219,397
193,1,1219,397
194,1,1219,397
195,1,1219,397
196,1,1219,397
197,1,1219,397
198,1,1219,397
199,1,1219,397
200,1,1219,397
201,1,1219,397
202,1,1296,363
203,1,1437,387
204,1,1593,330
205,1,1605,307
206,1,1626,359
207,1,1699,365
208,1,1732,356
209,1,1756,350
210,1,1774,348
211,1,1790,350
212,1,1785,360
213,1,1790,360
214,0,0,0
215,0,0,0
216,0,0,0
217,0,0,0
218,0,0,0
219,0,0,0
220,0,0,0
221,0,0,0
222,0,0,0
223,0,0,0
224,0,0,0
225,0,0,0
226,0,0,0
227,0,0,0
228,0,0,0
229,0,0,0
230,0,0,0
231,0,0,0
232,0,0,0
233,0,0,0
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
256,0,0,0
257,0,0,0
258,0,0,0
259,0,0,0
260,0,0,0
261,0,0,0
262,0,0,0
263,0,0,0
264,0,0,0
265,0,0,0
266,0,0,0
267,0,0,0
268,0,0,0
269,0,0,0
270,0,0,0
271,0,0,0
272,0,0,0
273,0,0,0
274,0,0,0
275,0,0,0
276,0,0,0
277,0,0,0
278,0,0,0
279,0,0,0
280,0,0,0
281,0,0,0
282,0,0,0
283,0,0,0
284,0,0,0
285,0,0,0
286,0,0,0
287,0,0,0
288,0,0,0
289,0,0,0
290,0,0,0
291,0,0,0
292,0,0,0
