Frame,Visibility,X,Y
0,1,1203,407
1,1,1213,388
2,1,1216,376
3,1,1219,368
4,1,1218,362
5,1,1219,359
6,1,1219,357
7,1,1220,356
8,1,1220,355
9,1,1222,354
10,1,1221,354
11,1,1219,355
12,1,1219,358
13,1,1218,361
14,1,1217,365
15,1,1219,357
16,1,1219,357
17,1,1219,357
18,1,1219,357
19,1,1219,357
20,1,1219,357
21,1,1219,357
22,1,1219,357
23,1,1219,357
24,1,1219,357
25,1,1219,357
26,1,1219,357
27,1,1219,357
28,1,1219,357
29,1,1219,357
30,1,1219,357
31,1,1219,357
32,1,1219,357
33,1,1219,357
34,1,1219,357
35,1,1219,357
36,1,1219,357
37,1,1219,357
38,1,1219,357
39,1,1219,357
40,1,1219,357
41,1,1219,357
42,1,1219,357
43,1,1219,357
44,1,1219,357
45,1,1219,357
46,1,1219,357
47,1,1219,357
48,1,1219,357
49,1,1219,357
50,1,1219,357
51,1,1219,357
52,1,1219,357
53,1,1219,357
54,1,1219,357
55,1,1219,357
56,1,1219,357
57,1,1219,357
58,1,1219,357
59,1,1219,357
60,1,1219,357
61,1,1219,357
62,1,1219,357
63,1,1219,357
64,1,1219,357
65,1,1219,357
66,1,1219,357
67,1,1219,357
68,1,1219,357
69,1,1219,357
70,1,1219,357
71,1,1219,357
72,1,1219,357
73,1,1219,357
74,1,1219,357
75,1,1219,357
76,1,1219,357
77,1,1219,357
78,1,1219,357
79,1,1219,357
80,1,1219,357
81,1,1219,357
82,1,1219,357
83,1,1219,357
84,1,1219,357
85,1,1219,357
86,1,1219,357
87,1,1219,357
88,1,1219,357
89,1,1219,357
90,1,1219,357
91,1,1219,357
92,1,1219,357
93,1,1219,357
94,1,1219,357
95,1,1219,357
96,1,1219,357
97,1,1219,357
98,1,1219,357
99,1,1219,357
100,1,1219,357
101,1,1219,357
102,1,1219,357
103,1,1219,357
104,1,1219,357
105,1,1219,357
106,1,1219,357
107,1,1219,357
108,1,1219,357
109,1,1219,357
110,1,1219,357
111,1,1219,357
112,1,1219,357
113,1,1219,357
114,1,1219,357
115,1,1219,357
116,1,1219,357
117,1,1219,357
118,1,1219,357
119,1,1219,357
120,1,1219,357
121,1,1219,357
122,1,1219,357
123,1,1219,357
124,1,1219,357
125,1,1219,357
126,1,1219,357
127,1,1219,357
128,1,1219,357
129,1,1219,357
130,1,1219,357
131,1,1219,357
132,1,1219,357
133,1,1219,357
134,1,1219,357
135,1,1219,357
136,1,1219,357
137,1,1219,357
138,1,1219,357
139,1,1219,357
140,1,1219,357
141,1,1219,357
142,1,1219,357
143,1,1219,357
144,1,1219,357
145,1,1219,357
146,1,1219,357
147,1,1219,357
148,1,1219,357
149,1,1219,357
150,1,1219,357
151,1,1219,357
152,1,1219,357
153,1,1219,357
154,1,1219,357
155,1,1219,357
156,1,1219,357
157,1,1219,357
158,1,1219,357
159,1,1219,357
160,1,1219,357
161,1,1219,357
162,1,1219,357
163,1,1219,357
164,1,1219,357
165,1,1219,357
166,1,1219,357
167,1,1219,357
168,1,1219,357
169,1,1219,357
170,1,1219,357
171,1,1219,357
172,1,1227,414
173,1,1221,431
174,1,1204,487
175,1,1171,563
176,1,1169,579
177,1,1184,602
