Frame,Visibility,X,Y
0,1,1177,511
1,1,1171,505
2,1,1185,500
3,1,1193,474
4,1,1201,456
5,1,1208,439
6,1,1213,420
7,1,1217,405
8,1,1219,395
9,1,1224,384
10,1,1220,373
11,1,1221,360
12,1,1219,352
13,1,1218,355
14,1,1217,358
15,1,1219,351
16,1,1219,351
17,1,1219,351
18,1,1219,351
19,1,1219,351
20,1,1219,351
21,1,1219,351
22,1,1219,351
23,1,1219,351
24,1,1219,351
25,1,1219,351
26,1,1219,351
27,1,1219,351
28,1,1219,351
29,1,1219,351
30,1,1219,351
31,1,1219,351
32,1,1219,351
33,1,1219,351
34,1,1219,351
35,1,1219,351
36,1,1219,351
37,1,1219,351
38,1,1219,351
39,1,1219,351
40,1,1219,351
41,1,1219,351
42,1,1219,351
43,1,1219,351
44,1,1219,351
45,1,1219,351
46,1,1219,351
47,1,1226,401
48,1,1216,413
49,1,1188,464
50,1,1150,548
51,1,1144,574
52,1,1146,586
53,1,1127,563
54,1,1137,525
55,1,1140,494
56,1,1150,472
57,1,1155,442
58,1,1160,427
59,1,1175,413
60,1,1185,402
61,1,1190,402
62,1,1200,398
63,1,1205,398
64,1,1210,398
65,1,1220,402
66,1,1220,402
67,1,1230,407
68,1,1235,413
69,1,1240,421
70,1,1250,431
71,1,1255,437
72,1,1265,452
73,1,1270,467
74,1,1275,476
75,1,1280,486
76,1,1285,505
77,1,1290,526
78,1,1295,535
79,1,1361,527
80,1,1439,502
81,1,1560,496
82,1,1671,482
83,1,1738,475
84,1,1765,472
85,1,1790,486
86,1,1783,491
87,1,1764,501
88,1,1725,504
89,1,1669,540
90,1,1604,547
91,1,1525,519
92,1,1467,465
93,1,1419,434
94,1,1298,373
95,1,1219,351
96,1,1219,351
97,1,1219,351
98,1,1219,351
99,1,1219,351
100,1,1219,351
101,1,1219,351
102,1,1219,351
103,1,1219,351
104,1,1219,351
105,1,1219,351
106,1,1219,351
107,1,1219,351
108,1,1219,351
109,1,1219,351
110,1,1219,351
111,1,1219,351
112,1,1219,351
113,1,1219,351
114,1,1219,351
115,1,1219,351
116,1,1219,351
117,1,1219,351
118,1,1219,351
119,1,1219,351
120,1,1219,351
121,1,1219,351
122,1,1219,351
123,1,1219,351
124,1,1219,351
125,1,1219,351
126,1,1219,351
127,1,1219,351
128,1,1219,351
129,1,1219,351
130,1,1219,351
131,1,1219,351
132,1,1219,351
133,1,1219,351
134,1,1219,351
135,1,1219,351
136,1,1219,351
137,1,1219,351
138,1,1219,351
139,1,1219,351
140,1,1219,351
141,1,1219,351
142,1,1219,351
143,1,1219,351
144,1,1219,351
145,1,1219,351
146,1,1219,351
147,1,1219,351
148,1,1219,351
149,1,1219,351
150,1,1219,351
151,1,1219,351
152,1,1219,351
153,1,1219,351
154,1,1219,351
155,1,1219,351
156,1,1219,351
157,1,1219,351
158,1,1219,351
159,1,1219,351
160,1,1219,351
161,1,1219,351
162,1,1219,351
163,1,1219,351
164,1,1219,351
165,1,1219,351
166,1,1219,351
167,1,1219,351
168,1,1219,351
169,1,1219,351
170,1,1219,351
171,1,1219,351
172,1,1219,351
173,1,1219,351
174,1,1219,351
175,1,1219,351
176,1,1219,351
177,1,1219,351
178,1,1219,351
179,1,1219,351
180,1,1219,351
181,1,1219,351
182,1,1219,351
183,1,1219,351
184,1,1219,351
185,1,1219,351
186,1,1219,351
187,1,1219,351
188,1,1219,351
189,1,1219,351
190,1,1219,351
191,1,1219,351
192,1,1219,351
193,1,1219,351
194,1,1219,351
195,1,1219,351
196,1,1219,351
197,1,1219,351
198,1,1219,351
199,1,1219,351
200,1,1219,351
201,1,1219,351
202,1,1219,351
203,1,1219,351
204,1,1219,351
205,1,1219,351
206,1,1219,351
207,1,1219,351
208,1,1219,351
209,1,1219,351
210,1,1219,351
211,1,1219,351
212,1,1219,351
213,1,1219,351
214,1,1219,351
215,1,1219,351
216,1,1219,351
217,1,1219,351
218,1,1219,351
219,1,1219,351
220,1,1219,351
221,1,1219,351
222,1,1219,359
223,1,1250,346
224,1,1291,353
225,1,1311,345
226,1,1327,351
227,1,1328,361
228,1,1347,357
229,1,1365,354
230,1,1385,345
231,1,1412,335
232,1,1455,313
233,1,1460,313
234,1,1460,313
235,1,1465,313
236,1,1470,313
