Frame,Visibility,X,Y
0,1,1203,407
1,1,1213,388
2,1,1216,376
3,1,1219,368
4,1,1218,362
5,1,1219,359
6,1,1219,357
7,1,1220,356
8,1,1220,355
9,1,1222,354
10,1,1221,354
11,1,1219,355
12,1,1219,358
13,1,1218,361
14,1,1217,365
15,1,1219,357
16,1,1219,357
17,1,1219,357
18,1,1219,357
19,1,1219,357
20,1,1211,358
21,1,1151,384
22,1,1115,356
23,1,1091,296
24,1,1066,312
25,1,1053,318
26,1,1035,321
27,1,1025,317
28,1,1017,319
29,1,1015,315
30,1,1010,325
31,1,1010,325
32,1,1010,325
33,1,1015,335
34,1,1015,335
35,1,1015,339
36,1,1015,339
37,1,1015,344
38,1,1020,350
39,1,1020,350
40,1,1020,355
41,1,1020,355
42,1,1020,355
43,1,1020,355
44,1,1021,356
45,1,1024,356
46,1,1034,359
47,1,1070,366
48,1,1087,373
49,1,1102,382
50,1,1114,356
51,1,1125,375
52,1,1196,369
53,1,1219,357
54,1,1219,357
55,1,1219,357
56,1,1219,357
57,1,1219,357
58,1,1219,357
59,1,1219,357
60,1,1219,357
61,1,1219,357
62,1,1219,357
63,1,1219,357
64,1,1219,357
65,1,1219,357
66,1,1219,357
67,1,1219,357
68,1,1219,357
69,1,1219,357
70,1,1219,357
71,1,1219,357
72,1,1219,357
73,1,1219,357
74,1,1219,357
75,1,1219,357
76,1,1219,357
77,1,1219,357
78,1,1219,357
79,1,1219,357
80,1,1219,357
81,1,1219,357
82,1,1219,357
83,1,1219,357
84,1,1219,357
85,1,1219,357
86,1,1219,357
87,1,1219,357
88,1,1219,357
89,1,1219,357
90,1,1219,357
91,1,1219,357
92,1,1219,357
93,1,1219,357
94,1,1219,357
95,1,1219,357
96,1,1219,357
97,1,1219,357
98,1,1219,357
99,1,1219,357
100,1,1219,357
101,1,1118,386
102,1,975,444
103,1,892,500
104,1,833,592
105,1,741,600
106,1,683,616
107,1,633,655
108,1,594,675
109,1,588,677
110,1,570,685
111,1,565,685
112,1,560,685
113,1,555,689
114,1,555,689
115,1,550,689
116,1,550,689
117,1,535,689
118,1,530,689
119,1,520,689
120,1,520,689
121,1,510,689
122,1,510,685
123,1,495,689
124,1,490,689
125,1,485,689
126,1,485,689
127,1,480,690
128,1,480,689
129,1,470,689
130,1,470,689
131,1,450,690
132,1,440,689
133,1,440,689
134,1,430,695
135,1,430,695
136,1,430,695
137,1,410,689
