Frame,Visibility,X,Y
0,1,1195,724
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,1,1220,535
30,1,1235,490
31,1,1245,470
32,1,1255,460
33,1,1260,445
34,1,1265,445
35,1,1270,435
36,1,1280,425
37,1,1285,425
38,1,1295,420
39,1,1300,420
40,1,1310,425
41,1,1315,429
42,1,1320,429
43,1,1325,439
44,1,1330,450
45,1,1340,460
46,1,1340,470
47,1,1345,480
48,1,1351,497
49,1,1362,511
50,1,1362,530
51,1,1364,554
52,1,1370,570
53,1,1370,589
54,1,1375,615
55,1,1380,630
56,1,1385,615
57,1,1384,590
58,1,1400,569
59,1,1428,558
60,1,1462,548
61,1,1470,528
62,1,1463,500
63,1,1464,497
64,1,1487,484
65,1,1491,469
66,1,1510,469
67,1,1540,470
68,1,1560,470
69,1,1590,474
70,1,1605,480
71,1,1640,490
72,1,1670,499
73,1,1685,510
74,1,1730,495
75,1,1740,485
76,1,1745,485
77,1,1770,470
78,1,1785,460
79,1,1810,450
80,1,1835,439
81,1,1850,435
82,1,1875,429
83,1,1890,429
84,1,1910,429
85,1,1910,429
86,1,1935,429
87,1,1945,429
88,1,1950,429
89,1,1980,439
90,1,1985,435
91,1,1995,439
92,1,1995,439
93,1,2015,450
94,1,2020,450
95,1,2030,439
96,1,2030,439
97,1,2050,429
98,1,2050,429
99,1,2075,425
100,1,2075,425
101,1,2085,420
102,1,2090,420
103,1,2105,415
104,1,2110,415
105,1,2115,415
106,1,2120,415
107,1,2140,415
108,1,2140,415
109,1,2160,415
110,1,2160,415
111,1,2170,420
112,1,2190,420
113,1,2190,420
114,1,2200,409
115,1,2200,415
116,1,2230,405
117,1,2230,405
118,1,2240,400
119,1,2245,400
120,1,2260,400
121,1,2260,400
122,1,2280,400
123,1,2280,400
124,1,2285,400
125,1,2290,400
126,1,2305,395
127,1,2305,395
128,1,2315,390
129,1,2320,395
130,1,2330,390
131,1,2335,384
132,1,2350,384
133,1,2355,384
134,1,2360,384
135,1,2365,384
136,1,2375,384
137,1,2380,384
138,1,2385,380
139,1,2390,384
140,1,2410,374
141,1,2415,374
142,1,2420,374
143,1,2430,370
144,1,2435,374
145,1,2445,370
146,1,2450,370
147,1,2455,370
148,1,2455,370
149,1,2470,364
150,1,2470,364
151,1,2480,364
152,1,2485,364
153,1,2490,364
154,1,2495,364
155,1,2505,360
156,1,2510,355
157,1,2515,355
158,1,2515,355
159,1,2530,355
160,1,2354,378
161,1,2254,455
162,1,2067,431
163,1,1685,439
164,1,1726,375
165,1,1836,432
166,1,1660,251
167,1,1463,328
168,1,1410,374
169,1,1219,357
170,1,1219,357
171,1,1219,357
172,1,1330,389
173,1,1434,383
174,1,1568,406
175,1,1612,480
176,1,1662,491
177,1,1701,533
178,1,1726,539
179,1,1751,538
180,1,1760,553
181,1,1770,555
182,1,1770,555
183,1,1770,555
184,0,0,0
185,0,0,0
186,0,0,0
187,0,0,0
188,0,0,0
189,0,0,0
190,0,0,0
191,0,0,0
192,0,0,0
193,0,0,0
194,0,0,0
195,0,0,0
196,0,0,0
197,0,0,0
198,0,0,0
199,0,0,0
200,0,0,0
